genoName,genoStart,genoEnd,strand,repName,repClass,repFamily,repStart,repEnd
chr6,14298650,14299152,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,14299142,14299292,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,14299271,14302375,-,HERVH-int,LTR,ERV1,-4718,2995
chr6,16259427,16259805,-,HERVH-int,LTR,ERV1,0,7713
chr6,16259803,16260020,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,16260021,16260684,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,16260686,16261189,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,16261189,16261327,-,HERVH-int,LTR,ERV1,-4433,3280
chr6,16261311,16264479,-,HERVH-int,LTR,ERV1,-4720,2993
chr6,16886386,16889348,+,HERVH-int,LTR,ERV1,1,2987
chr6,16889342,16889490,+,HERVH-int,LTR,ERV1,3140,3290
chr6,16889489,16889983,+,HERVH-int,LTR,ERV1,3500,3993
chr6,16889985,16890648,+,HERVH-int,LTR,ERV1,4488,5149
chr6,16890649,16890867,+,HERVH-int,LTR,ERV1,5600,5819
chr6,16890867,16891245,+,HERVH-int,LTR,ERV1,7324,7713
chr6,18754534,18754911,-,HERVH-int,LTR,ERV1,0,7713
chr6,18754911,18755127,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,18755128,18755762,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,18755764,18756267,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,18756257,18756405,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,18756399,18759477,-,HERVH-int,LTR,ERV1,-4726,2987
chr6,19539461,19542302,+,HERVH-int,LTR,ERV1,25,2984
chr6,19542299,19543154,+,HERVH-int,LTR,ERV1,3140,3993
chr6,19543156,19543818,+,HERVH-int,LTR,ERV1,4488,5149
chr6,19543819,19544034,+,HERVH-int,LTR,ERV1,5600,5819
chr6,19544034,19544411,+,HERVH-int,LTR,ERV1,7324,7713
chr6,21361942,21362321,-,HERVH-int,LTR,ERV1,0,7713
chr6,21362319,21362536,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,21362537,21363198,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,21363200,21363705,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,21363695,21363845,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,29245915,29246639,-,HERVH-int,LTR,ERV1,0,7713
chr6,29246633,29251773,-,HERVH-int,LTR,ERV1,-1878,5835
chr6,29251828,29252366,-,HERVH-int,LTR,ERV1,-7254,459
chr6,33345909,33347070,+,HERVH-int,LTR,ERV1,1688,2830
chr6,33347070,33348908,+,HERVH-int,LTR,ERV1,3357,5149
chr6,33348905,33350808,+,HERVH-int,LTR,ERV1,5594,7503
chr6,33351201,33351416,+,HERVH-int,LTR,ERV1,7491,7713
chr6,39121131,39121997,+,HERVH-int,LTR,ERV1,5146,6017
chr6,39121989,39122534,+,HERVH-int,LTR,ERV1,7157,7713
chr6,39131947,39132386,-,HERVH-int,LTR,ERV1,0,7713
chr6,39132372,39134076,-,HERVH-int,LTR,ERV1,-1290,5364
chr6,39134076,39134885,-,HERVH-int,LTR,ERV1,-4883,2830
chr6,39134875,39135562,-,HERVH-int,LTR,ERV1,-6235,1478
chr6,39135589,39136071,-,HERVH-int,LTR,ERV1,-7254,459
chr6,40861829,40868245,-,HERVH-int,LTR,ERV1,0,7713
chr6,51938690,51941236,+,HERVH-int,LTR,ERV1,1,2643
chr6,51941554,51941927,+,HERVH-int,LTR,ERV1,2644,2994
chr6,51941906,51942752,+,HERVH-int,LTR,ERV1,3140,3993
chr6,51942754,51943370,+,HERVH-int,LTR,ERV1,4488,5149
chr6,51943401,51943606,+,HERVH-int,LTR,ERV1,5615,5819
chr6,51943606,51943982,+,HERVH-int,LTR,ERV1,7324,7713
chr6,56010738,56012338,-,HERVH-int,LTR,ERV1,-143,7570
chr6,56012324,56012513,-,HERVH-int,LTR,ERV1,-3033,4680
chr6,56012515,56013013,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,56013003,56013153,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,56013132,56016385,-,HERVH-int,LTR,ERV1,-4718,2995
chr6,61600636,61601232,+,HERVH-int,LTR,ERV1,1,560
chr6,61601220,61603501,+,HERVH-int,LTR,ERV1,756,2985
chr6,61605217,61605453,+,HERVH-int,LTR,ERV1,5600,5824
chr6,61605447,61605823,+,HERVH-int,LTR,ERV1,7324,7713
chr6,62586382,62588219,+,HERVH-int,LTR,ERV1,1,1863
chr6,62588206,62591328,+,HERVH-int,LTR,ERV1,4593,7713
chr6,62792027,62794923,+,HERVH-int,LTR,ERV1,1,2995
chr6,62794902,62795052,+,HERVH-int,LTR,ERV1,3140,3290
chr6,62795042,62795284,+,HERVH-int,LTR,ERV1,3492,3734
chr6,62795279,62796449,+,HERVH-int,LTR,ERV1,3936,5149
chr6,62796450,62796666,+,HERVH-int,LTR,ERV1,5600,5819
chr6,62796664,62797041,+,HERVH-int,LTR,ERV1,7322,7713
chr6,63005885,63006351,+,HERVH-int,LTR,ERV1,1,459
chr6,63006400,63008723,+,HERVH-int,LTR,ERV1,730,2985
chr6,63008720,63010425,+,HERVH-int,LTR,ERV1,3504,5364
chr6,63010429,63010649,+,HERVH-int,LTR,ERV1,5600,5819
chr6,63010653,63011039,+,HERVH-int,LTR,ERV1,7328,7713
chr6,63950593,63955223,+,HERVH-int,LTR,ERV1,1,4863
chr6,63955220,63955607,+,HERVH-int,LTR,ERV1,5626,6016
chr6,63955600,63956158,+,HERVH-int,LTR,ERV1,7157,7713
chr6,65673150,65673541,-,HERVH-int,LTR,ERV1,0,7713
chr6,65673570,65673965,-,HERVH-int,LTR,ERV1,-2699,5014
chr6,67868062,67868609,-,HERVH-int,LTR,ERV1,0,7713
chr6,67868605,67868742,-,HERVH-int,LTR,ERV1,-424,7289
chr6,67868735,67869153,-,HERVH-int,LTR,ERV1,-1697,6016
chr6,67869144,67874008,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,67881436,67888662,-,HERVH-int,LTR,ERV1,0,7713
chr6,67888747,67888887,-,HERVH-int,LTR,ERV1,-7336,377
chr6,71748805,71749183,-,HERVH-int,LTR,ERV1,0,7713
chr6,71749181,71749385,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,71749430,71750033,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,71750036,71753658,-,HERVH-int,LTR,ERV1,-3721,3992
chr6,77658462,77662750,-,HERVH-int,LTR,ERV1,0,7713
chr6,77662740,77665997,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,78585674,78586789,+,HERVH-int,LTR,ERV1,1876,2987
chr6,78586783,78586931,+,HERVH-int,LTR,ERV1,3140,3290
chr6,78586921,78587069,+,HERVH-int,LTR,ERV1,3492,3638
chr6,78587059,78587420,+,HERVH-int,LTR,ERV1,4744,5149
chr6,78587417,78587638,+,HERVH-int,LTR,ERV1,5597,5819
chr6,78587636,78588014,+,HERVH-int,LTR,ERV1,7322,7713
chr6,80483230,80483607,-,HERVH-int,LTR,ERV1,0,7713
chr6,80483605,80483826,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,80483823,80484184,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,80484174,80484322,-,HERVH-int,LTR,ERV1,-4075,3638
chr6,80484312,80484460,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,80484454,80485157,-,HERVH-int,LTR,ERV1,-4726,2987
chr6,80485467,80487706,-,HERVH-int,LTR,ERV1,-5411,2302
chr6,80510204,80510582,-,HERVH-int,LTR,ERV1,0,7713
chr6,80510579,80510785,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,80510786,80512513,-,HERVH-int,LTR,ERV1,-1290,5364
chr6,80512503,80512674,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,80512646,80515390,-,HERVH-int,LTR,ERV1,-4726,2987
chr6,80647945,80648322,-,HERVH-int,LTR,ERV1,0,7713
chr6,80648322,80648537,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,80648538,80649722,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,80649715,80649961,-,HERVH-int,LTR,ERV1,-3977,3736
chr6,80649951,80650097,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,80650076,80652980,-,HERVH-int,LTR,ERV1,-4718,2995
chr6,81344363,81344734,-,HERVH-int,LTR,ERV1,-4,7709
chr6,81344732,81344965,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,81346211,81346841,-,HERVH-int,LTR,ERV1,-2597,5116
chr6,81346843,81347343,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,81347343,81347481,-,HERVH-int,LTR,ERV1,-4433,3280
chr6,81347475,81349995,-,HERVH-int,LTR,ERV1,-4726,2987
chr6,81349974,81350726,-,HERVH-int,LTR,ERV1,-6948,765
chr6,86598650,86599022,-,HERVH-int,LTR,ERV1,0,7713
chr6,86599024,86599238,-,HERVH-int,LTR,ERV1,-1896,5817
chr6,86599239,86599854,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,86599856,86600709,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,86600688,86603491,-,HERVH-int,LTR,ERV1,-4718,2995
chr6,90670651,90671024,-,HERVH-int,LTR,ERV1,0,7713
chr6,90671024,90671241,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,90671242,90671907,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,90671909,90672409,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,90672399,90672549,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,90672528,90674986,-,HERVH-int,LTR,ERV1,-4718,2995
chr6,93830561,93830887,-,HERVH-int,LTR,ERV1,0,7713
chr6,93830885,93831101,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,93831102,93831764,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,93831766,93832272,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,93832262,93832412,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,93832391,93835296,-,HERVH-int,LTR,ERV1,-4718,2995
chr6,94554368,94554748,-,HERVH-int,LTR,ERV1,0,7713
chr6,94554746,94554975,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,94554972,94555636,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,94555638,94556138,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,94556128,94556278,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,94556257,94559158,-,HERVH-int,LTR,ERV1,-4718,2995
chr6,97779949,97782999,+,HERVH-int,LTR,ERV1,1,2995
chr6,97782978,97783125,+,HERVH-int,LTR,ERV1,3140,3290
chr6,97783115,97783620,+,HERVH-int,LTR,ERV1,3492,3993
chr6,97783622,97784278,+,HERVH-int,LTR,ERV1,4488,5149
chr6,97784279,97784494,+,HERVH-int,LTR,ERV1,5600,5819
chr6,97784492,97784871,+,HERVH-int,LTR,ERV1,7322,7713
chr6,102105348,102105498,+,HERVH-int,LTR,ERV1,3140,3290
chr6,102105488,102107165,+,HERVH-int,LTR,ERV1,3478,5149
chr6,102107162,102107381,+,HERVH-int,LTR,ERV1,5597,5819
chr6,102107379,102107758,+,HERVH-int,LTR,ERV1,7322,7713
chr6,102293160,102296517,+,HERVH-int,LTR,ERV1,1,5819
chr6,102296515,102296895,+,HERVH-int,LTR,ERV1,7322,7713
chr6,109856184,109856564,-,HERVH-int,LTR,ERV1,0,7713
chr6,109856564,109856779,-,HERVH-int,LTR,ERV1,-1896,5817
chr6,109856783,109857443,-,HERVH-int,LTR,ERV1,-2567,5146
chr6,109857445,109857962,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,109857952,109861165,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,114012285,114012715,-,HERVH-int,LTR,ERV1,0,7713
chr6,114012719,114017712,-,HERVH-int,LTR,ERV1,-2693,5020
chr6,114422889,114423269,-,HERVH-int,LTR,ERV1,0,7713
chr6,114423267,114423461,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,114423491,114423511,-,HERVH-int,LTR,ERV1,-2091,5622
chr6,114423508,114424166,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,114424168,114424664,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,114424663,114424811,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,115032245,115035298,+,HERVH-int,LTR,ERV1,1,2995
chr6,115035277,115035423,+,HERVH-int,LTR,ERV1,3140,3290
chr6,115035422,115035918,+,HERVH-int,LTR,ERV1,3500,3993
chr6,115035920,115036574,+,HERVH-int,LTR,ERV1,4488,5149
chr6,115036575,115036791,+,HERVH-int,LTR,ERV1,5600,5819
chr6,115036789,115037169,+,HERVH-int,LTR,ERV1,7322,7713
chr6,117659226,117659797,-,HERVH-int,LTR,ERV1,0,7713
chr6,117659790,117660052,-,HERVH-int,LTR,ERV1,-1697,6016
chr6,117660049,117664247,-,HERVH-int,LTR,ERV1,-2798,4915
chr6,117664307,117664772,-,HERVH-int,LTR,ERV1,-7254,459
chr6,120462506,120462633,-,HERVH-int,LTR,ERV1,-3873,3840
chr6,120462714,120463093,-,HERVH-int,LTR,ERV1,0,7713
chr6,120463091,120463306,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,120463309,120463970,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,120463972,120464477,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,120464467,120467680,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,120925236,120929209,+,HERVH-int,LTR,ERV1,1,3993
chr6,120929211,120929873,+,HERVH-int,LTR,ERV1,4488,5149
chr6,120929870,120930091,+,HERVH-int,LTR,ERV1,5597,5819
chr6,120930089,120930467,+,HERVH-int,LTR,ERV1,7322,7713
chr6,121620869,121621249,-,HERVH-int,LTR,ERV1,0,7713
chr6,121621247,121621462,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,121621465,121622126,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,121622121,121622634,-,HERVH-int,LTR,ERV1,-3713,4000
chr6,121622624,121622773,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,121622752,121625850,-,HERVH-int,LTR,ERV1,-4718,2995
chr6,122840216,122843243,+,HERVH-int,LTR,ERV1,6,2995
chr6,122843222,122843372,+,HERVH-int,LTR,ERV1,3140,3290
chr6,122843362,122843862,+,HERVH-int,LTR,ERV1,3492,3993
chr6,122843864,122844521,+,HERVH-int,LTR,ERV1,4488,5149
chr6,122844522,122844740,+,HERVH-int,LTR,ERV1,5600,5819
chr6,122844738,122845117,+,HERVH-int,LTR,ERV1,7322,7713
chr6,123557264,123560024,+,HERVH-int,LTR,ERV1,1,2984
chr6,123560018,123560254,+,HERVH-int,LTR,ERV1,3500,3735
chr6,123560248,123561502,+,HERVH-int,LTR,ERV1,3962,5149
chr6,123561519,123561937,+,HERVH-int,LTR,ERV1,7277,7713
chr6,123582734,123583112,-,HERVH-int,LTR,ERV1,0,7713
chr6,123583110,123583343,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,123583326,123583986,-,HERVH-int,LTR,ERV1,-2567,5146
chr6,123583988,123584491,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,123584481,123584628,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,123584622,123587604,-,HERVH-int,LTR,ERV1,-4726,2987
chr6,124890840,124891791,+,HERVH-int,LTR,ERV1,1,930
chr6,124893381,124895455,+,HERVH-int,LTR,ERV1,931,2995
chr6,124895434,124895584,+,HERVH-int,LTR,ERV1,3140,3290
chr6,124895574,124896074,+,HERVH-int,LTR,ERV1,3492,3993
chr6,124896076,124896736,+,HERVH-int,LTR,ERV1,4488,5149
chr6,124896737,124896953,+,HERVH-int,LTR,ERV1,5600,5819
chr6,124896951,124897329,+,HERVH-int,LTR,ERV1,7322,7713
chr6,125702298,125702676,-,HERVH-int,LTR,ERV1,0,7713
chr6,125702676,125702894,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,125702895,125703557,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,125703559,125704059,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,125704049,125707311,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,126849276,126852147,+,HERVH-int,LTR,ERV1,1,2987
chr6,126852141,126852289,+,HERVH-int,LTR,ERV1,3140,3290
chr6,126852279,126852777,+,HERVH-int,LTR,ERV1,3492,3992
chr6,126852780,126853429,+,HERVH-int,LTR,ERV1,4488,5149
chr6,126853426,126854025,+,HERVH-int,LTR,ERV1,7322,7713
chr6,130192712,130195748,+,HERVH-int,LTR,ERV1,1,2992
chr6,130195734,130196565,+,HERVH-int,LTR,ERV1,3140,3993
chr6,130196567,130197229,+,HERVH-int,LTR,ERV1,4488,5149
chr6,130197230,130197442,+,HERVH-int,LTR,ERV1,5600,5819
chr6,130197440,130197819,+,HERVH-int,LTR,ERV1,7322,7713
chr6,131295808,131298866,+,HERVH-int,LTR,ERV1,1,2995
chr6,131298845,131298995,+,HERVH-int,LTR,ERV1,3140,3290
chr6,131298997,131299487,+,HERVH-int,LTR,ERV1,3503,3993
chr6,131299489,131300150,+,HERVH-int,LTR,ERV1,4488,5149
chr6,131300151,131300368,+,HERVH-int,LTR,ERV1,5600,5819
chr6,131300366,131300746,+,HERVH-int,LTR,ERV1,7322,7713
chr6,131323748,131326796,+,HERVH-int,LTR,ERV1,1,2987
chr6,131326790,131326938,+,HERVH-int,LTR,ERV1,3140,3290
chr6,131326937,131327431,+,HERVH-int,LTR,ERV1,3500,3993
chr6,131327434,131328095,+,HERVH-int,LTR,ERV1,4489,5149
chr6,131328096,131328313,+,HERVH-int,LTR,ERV1,5600,5819
chr6,131328311,131328687,+,HERVH-int,LTR,ERV1,7322,7713
chr6,131339252,131342270,+,HERVH-int,LTR,ERV1,1,2987
chr6,131342264,131342414,+,HERVH-int,LTR,ERV1,3140,3290
chr6,131342404,131342907,+,HERVH-int,LTR,ERV1,3492,3993
chr6,131342909,131343513,+,HERVH-int,LTR,ERV1,4488,5142
chr6,131343521,131344113,+,HERVH-int,LTR,ERV1,7322,7713
chr6,131403359,131406216,+,HERVH-int,LTR,ERV1,1,2987
chr6,131406210,131406358,+,HERVH-int,LTR,ERV1,3140,3290
chr6,131406357,131406851,+,HERVH-int,LTR,ERV1,3500,3993
chr6,131406854,131407516,+,HERVH-int,LTR,ERV1,4489,5149
chr6,131407517,131407734,+,HERVH-int,LTR,ERV1,5600,5819
chr6,131407734,131408113,+,HERVH-int,LTR,ERV1,7324,7713
chr6,131504777,131505155,-,HERVH-int,LTR,ERV1,0,7713
chr6,131505155,131505368,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,131505369,131506032,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,131506034,131506539,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,131506529,131506679,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,131506673,131509018,-,HERVH-int,LTR,ERV1,-4726,2987
chr6,131509020,131509111,-,HERVH-int,LTR,ERV1,-6981,732
chr6,131902005,131905101,+,HERVH-int,LTR,ERV1,1,2995
chr6,131905080,131905230,+,HERVH-int,LTR,ERV1,3140,3290
chr6,131905220,131905720,+,HERVH-int,LTR,ERV1,3492,3993
chr6,131905722,131906385,+,HERVH-int,LTR,ERV1,4488,5149
chr6,131906386,131906590,+,HERVH-int,LTR,ERV1,5600,5819
chr6,131906590,131906968,+,HERVH-int,LTR,ERV1,7324,7713
chr6,137060696,137061069,-,HERVH-int,LTR,ERV1,0,7713
chr6,137061069,137061107,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,137061422,137061609,-,HERVH-int,LTR,ERV1,-1930,5783
chr6,137061610,137066707,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,140257902,140258279,-,HERVH-int,LTR,ERV1,0,7713
chr6,140258281,140258493,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,140258494,140259143,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,140259145,140259639,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,140259638,140259783,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,140259777,140262667,-,HERVH-int,LTR,ERV1,-4726,2987
chr6,141453226,141457062,+,HERVH-int,LTR,ERV1,1,3991
chr6,141457061,141460290,+,HERVH-int,LTR,ERV1,4481,7713
chr6,142016119,142020058,+,HERVH-int,LTR,ERV1,1,3993
chr6,142020060,142020725,+,HERVH-int,LTR,ERV1,4488,5149
chr6,142020722,142020953,+,HERVH-int,LTR,ERV1,5597,5819
chr6,142020951,142021331,+,HERVH-int,LTR,ERV1,7322,7713
chr6,144923608,144926571,+,HERVH-int,LTR,ERV1,1,2987
chr6,144926565,144926713,+,HERVH-int,LTR,ERV1,3140,3288
chr6,144926705,144927208,+,HERVH-int,LTR,ERV1,3492,3993
chr6,144927210,144927829,+,HERVH-int,LTR,ERV1,4488,5149
chr6,144927822,144928047,+,HERVH-int,LTR,ERV1,5593,5819
chr6,144928047,144928424,+,HERVH-int,LTR,ERV1,7324,7713
chr6,145103589,145103965,-,HERVH-int,LTR,ERV1,0,7713
chr6,145103965,145104182,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,145104183,145104846,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,145104848,145105350,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,145105340,145105488,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,145105482,145108456,-,HERVH-int,LTR,ERV1,-4726,2987
chr6,146450901,146451501,-,HERVH-int,LTR,ERV1,0,7713
chr6,146451498,146452115,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,146452117,146452620,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,146452610,146452758,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,146452752,146456035,-,HERVH-int,LTR,ERV1,-4726,2987
chr6,147630782,147631029,+,HERVH-int,LTR,ERV1,222,466
chr6,147631026,147631392,-,HERVH-int,LTR,ERV1,-64,7649
chr6,147631396,147632449,-,HERVH-int,LTR,ERV1,-3104,5522
chr6,147632443,147632682,-,HERVH-int,LTR,ERV1,-3977,3736
chr6,148640181,148643203,+,HERVH-int,LTR,ERV1,1,2987
chr6,148643197,148643345,+,HERVH-int,LTR,ERV1,3140,3290
chr6,148643335,148643838,+,HERVH-int,LTR,ERV1,3492,3993
chr6,148643840,148644503,+,HERVH-int,LTR,ERV1,4488,5149
chr6,148644504,148644721,+,HERVH-int,LTR,ERV1,5600,5819
chr6,148644721,148645079,+,HERVH-int,LTR,ERV1,7324,7694
chr6,152490744,152491147,+,HERVH-int,LTR,ERV1,1,446
chr6,152491150,152491325,+,HERVH-int,LTR,ERV1,347,459
chr6,152491383,152495382,+,HERVH-int,LTR,ERV1,800,4842
chr6,152495357,152495439,+,HERVH-int,LTR,ERV1,6646,6727
chr6,152495968,152496185,+,HERVH-int,LTR,ERV1,6728,6948
chr6,152496171,152496234,+,HERVH-int,LTR,ERV1,7655,7713
chr6,152496235,152496751,+,HERVH-int,LTR,ERV1,7173,7713
chr6,153922817,153924888,+,HERVH-int,LTR,ERV1,918,2987
chr6,153924882,153925030,+,HERVH-int,LTR,ERV1,3140,3290
chr6,153925020,153925525,+,HERVH-int,LTR,ERV1,3492,3993
chr6,153925527,153926180,+,HERVH-int,LTR,ERV1,4488,5149
chr6,153926181,153926396,+,HERVH-int,LTR,ERV1,5600,5817
chr6,153926398,153926775,+,HERVH-int,LTR,ERV1,7324,7713
chr6,157701092,157701468,-,HERVH-int,LTR,ERV1,0,7713
chr6,157701466,157701683,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,157701684,157702358,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,157702350,157702843,-,HERVH-int,LTR,ERV1,-3721,3992
chr6,157702842,157702990,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,157702984,157706083,-,HERVH-int,LTR,ERV1,-4726,2987
chr6,158880809,158882510,-,HERVH-int,LTR,ERV1,0,7713
chr6,158882810,158885521,-,HERVH-int,LTR,ERV1,-1696,6017
chr6,158885514,158887921,-,HERVH-int,LTR,ERV1,-3577,3077
chr6,158888231,158888269,-,HERVH-int,LTR,ERV1,-6889,824
chr6,158888236,158888502,-,HERVH-int,LTR,ERV1,-7194,519
chr6,158888618,158888751,-,HERVH-int,LTR,ERV1,-7577,136
chr6,160229051,160231741,+,HERVH-int,LTR,ERV1,1,2830
chr6,160231741,160232709,+,HERVH-int,LTR,ERV1,3357,4290
chr6,160232707,160233499,+,HERVH-int,LTR,ERV1,4221,5016
chr6,160233502,160233925,+,HERVH-int,LTR,ERV1,7283,7713
chr6,160287011,160287390,-,HERVH-int,LTR,ERV1,0,7713
chr6,160287388,160287605,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,160287609,160288280,-,HERVH-int,LTR,ERV1,-2567,5146
chr6,160288272,160288772,-,HERVH-int,LTR,ERV1,-3721,3992
chr6,160288764,160288910,-,HERVH-int,LTR,ERV1,-4425,3288
chr6,160288896,160291910,-,HERVH-int,LTR,ERV1,-4721,2992
chr6,160777229,160778291,+,HERVH-int,LTR,ERV1,1901,2992
chr6,160778277,160779127,+,HERVH-int,LTR,ERV1,3140,3993
chr6,160779184,160780240,+,HERVH-int,LTR,ERV1,3951,5020
chr6,160780244,160780677,+,HERVH-int,LTR,ERV1,7283,7713
chr6,164339178,164339557,-,HERVH-int,LTR,ERV1,0,7713
chr6,164339555,164339772,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,164339769,164340431,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,164340431,164340928,-,HERVH-int,LTR,ERV1,-3718,3995
chr6,164340927,164341075,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,164341069,164344368,-,HERVH-int,LTR,ERV1,-4726,2987
chr6,164652551,164652935,-,HERVH-int,LTR,ERV1,0,7713
chr6,164652928,164653145,-,HERVH-int,LTR,ERV1,-1894,5819
chr6,164653146,164653509,-,HERVH-int,LTR,ERV1,-2564,5149
chr6,164653500,164653849,-,HERVH-int,LTR,ERV1,-2878,4835
chr6,164653851,164654345,-,HERVH-int,LTR,ERV1,-3720,3993
chr6,164654344,164654492,-,HERVH-int,LTR,ERV1,-4423,3290
chr6,164654486,164657651,-,HERVH-int,LTR,ERV1,-4726,2987
chr6,168678253,168678470,-,HERVH-int,LTR,ERV1,-3182,4531
chr6,168678551,168678665,-,HERVH-int,LTR,ERV1,-3430,4283
chr6,168678667,168679632,-,HERVH-int,LTR,ERV1,-4076,3637
chr7,100922671,100925567,+,HERVH-int,LTR,ERV1,1,2992
chr7,6904202,6907181,+,HERVH-int,LTR,ERV1,1,2987
chr7,6907175,6907323,+,HERVH-int,LTR,ERV1,3140,3290
chr7,6907313,6907816,+,HERVH-int,LTR,ERV1,3492,3992
chr7,6907815,6907987,+,HERVH-int,LTR,ERV1,4975,5149
chr7,6907990,6908205,+,HERVH-int,LTR,ERV1,5602,5819
chr7,6908205,6908582,+,HERVH-int,LTR,ERV1,7324,7713
chr7,6948599,6948976,-,HERVH-int,LTR,ERV1,0,7713
chr7,6948976,6949187,-,HERVH-int,LTR,ERV1,-1894,5819
chr7,6949188,6949851,-,HERVH-int,LTR,ERV1,-2564,5149
chr7,6949853,6950408,-,HERVH-int,LTR,ERV1,-3720,3993
chr7,6958745,6959050,-,HERVH-int,LTR,ERV1,-4268,3445
chr7,6959036,6961910,-,HERVH-int,LTR,ERV1,-4721,2992
chr7,9353855,9354235,-,HERVH-int,LTR,ERV1,0,7713
chr7,9354233,9354450,-,HERVH-int,LTR,ERV1,-1894,5819
chr7,9354451,9355111,-,HERVH-int,LTR,ERV1,-2564,5149
chr7,9355114,9355619,-,HERVH-int,LTR,ERV1,-3720,3993
